KEY,data_project_code,data_supp_hard_WM_community_pond,data_supp_hard_WM_rainwater,data_supp_hard_WM_dam,data_supp_hard_WM_watershed,data_supp_soft_WM_tech,data_supp_soft_WM_other,data_hard_infra_supp_CE_street,data_hard_infra_supp_CE_homesolar,data_hard_infra_supp_CE_bio_mass,data_hard_infra_supp_CE_community_biogas,data_hard_infra_supp_CE_houshold_biogas,data_hard_infra_supp_plantation_farmland,data_hard_infra_supp_plantation_forest,data_hard_infra_supp_plantation_community_lan,supp_hard_WM_community_pond_priority,supp_hard_WM_rainwater_priority,supp_hard_WM_dam_priority,supp_hard_WM_watershed_priority,supp_soft_WM_tech_priority,supp_soft_WM_other_priority,hard_infra_supp_CE_street_priority,hard_infra_supp_CE_homesolar_priority,hard_infra_supp_CE_bio_mass_priority,hard_infra_supp_CE_community_biogas_priority,hard_infra_supp_CE_houshold_biogas_priority,hard_infra_supp_plantation_farmland_priority,hard_infra_supp_plantation_forest_priority,hard_infra_supp_plantation_community_land_priority,supp_hard_WM_community_pond_sufficency,supp_hard_WM_rainwater_sufficency,supp_hard_WM_dam_sufficency,supp_hard_WM_watershed_sufficency,supp_soft_WM_tech_sufficency,supp_soft_WM_other_sufficency,hard_infra_supp_CE_street_sufficency,hard_infra_supp_CE_homesolar_sufficency,hard_infra_supp_CE_bio_mass_sufficency,hard_infra_supp_CE_community_biogas_sufficency,hard_infra_supp_CE_houshold_biogas_sufficency,hard_infra_supp_plantation_farmland_sufficency,hard_infra_supp_plantation_forest_sufficency,hard_infra_supp_plantation_community_land_sufficency,data_supp_hard_WM_community_pond_score_type_1,data_supp_hard_WM_rainwater_score_type_1,data_supp_hard_WM_dam_score_type_1,data_supp_hard_WM_watershed_score_type_1,data_supp_soft_WM_tech_score_type_1,data_supp_soft_WM_other_score_type_1,data_hard_infra_supp_CE_street_score_type_1,data_hard_infra_supp_CE_homesolar_score_type_1,data_hard_infra_supp_CE_bio_mass_score_type_1,data_hard_infra_supp_CE_community_biogas_score_type_1,data_hard_infra_supp_CE_houshold_biogas_score_type_1,data_hard_infra_supp_plantation_farmland_score_type_1,data_hard_infra_supp_plantation_forest_score_type_1,data_hard_infra_supp_plantation_community_lan_score_type_1,supp_hard_WM_community_pond_efficiency,supp_hard_WM_rainwater_efficiency,supp_hard_WM_dam_efficiency,supp_hard_WM_watershed_efficiency,supp_soft_WM_tech_efficiency,supp_soft_WM_other_efficiency,hard_infra_supp_CE_street_efficiency,hard_infra_supp_CE_homesolar_efficiency,hard_infra_supp_CE_bio_mass_efficiency,hard_infra_supp_CE_community_biogas_efficiency,hard_infra_supp_CE_houshold_biogas_efficiency,hard_infra_supp_plantation_farmland_efficiency,hard_infra_supp_plantation_forest_efficiency,hard_infra_supp_plantation_community_land_efficiency,supp_hard_WM_community_pond_quality,supp_hard_WM_rainwater_quality,supp_hard_WM_dam_quality,supp_hard_WM_watershed_quality,supp_soft_WM_tech_quality,supp_soft_WM_other_quality,hard_infra_supp_CE_street_quality,hard_infra_supp_CE_homesolar_quality,hard_infra_supp_CE_bio_mass_quality,hard_infra_supp_CE_community_biogas_quality,hard_infra_supp_CE_houshold_biogas_quality,hard_infra_supp_plantation_farmland_quality,hard_infra_supp_plantation_forest_quality,hard_infra_supp_plantation_community_land_quality,data_supp_hard_WM_community_pond_score_type_2,data_supp_hard_WM_rainwater_score_type_2,data_supp_hard_WM_dam_score_type_2,data_supp_hard_WM_watershed_score_type_2,data_supp_soft_WM_tech_score_type_2,data_supp_soft_WM_other_score_type_2,data_hard_infra_supp_CE_street_score_type_2,data_hard_infra_supp_CE_homesolar_score_type_2,data_hard_infra_supp_CE_bio_mass_score_type_2,data_hard_infra_supp_CE_community_biogas_score_type_2,data_hard_infra_supp_CE_houshold_biogas_score_type_2,data_hard_infra_supp_plantation_farmland_score_type_2,data_hard_infra_supp_plantation_forest_score_type_2,data_hard_infra_supp_plantation_community_lan_score_type_2,supp_hard_WM_community_pond_sustainbility,supp_hard_WM_rainwater_sustainbility,supp_hard_WM_dam_sustainbility,supp_hard_WM_watershed_sustainbility,supp_soft_WM_tech_sustainbility,supp_soft_WM_other_sustainbility,hard_infra_supp_CE_street_sustainbility,hard_infra_supp_CE_homesolar_sustainbility,hard_infra_supp_CE_bio_mass_sustainbility,hard_infra_supp_CE_community_biogas_sustainbility,hard_infra_supp_CE_houshold_biogas_sustainbility,hard_infra_supp_plantation_farmland_sustainbility,hard_infra_supp_plantation_forest_sustainbility,hard_infra_supp_plantation_community_land_sustainbility,supp_hard_WM_community_pond_current_status,supp_hard_WM_rainwater_current_status,supp_hard_WM_dam_current_status,supp_hard_WM_watershed_current_status,supp_soft_WM_tech_current_status,supp_soft_WM_other_current_status,hard_infra_supp_CE_street_current_status,hard_infra_supp_CE_homesolar_current_status,hard_infra_supp_CE_bio_mass_current_status,hard_infra_supp_CE_community_biogas_current_status,hard_infra_supp_CE_houshold_biogas_current_status,hard_infra_supp_plantation_farmland_current_status,hard_infra_supp_plantation_forest_current_status,hard_infra_supp_plantation_community_land_current_status
uuid:122cb679-dbba-4ced-ae58-e1067b766983,P0384,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,
uuid:13cd6c1b-cb95-406c-aca5-e901517922a8,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,
uuid:190e573d-d1e9-4309-a32f-5663c972fe79,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,
uuid:196dc264-01ec-4b3e-a7cc-5b8ca600fdad,P0388,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,
uuid:1d35e343-5dfe-490f-a394-8a42ee7ad66e,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:20299335-22cc-4e49-bc38-7ad3106fe168,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:2070d4dc-0ba9-42c6-8081-da0a5d329727,P0382,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,nil,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,
uuid:225a63d7-6906-4bf1-8f62-38ebc0d347a7,P0388,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,
uuid:226327db-200a-45a2-a796-b62d29ae5258,P0388,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,
uuid:22f016a7-69b2-48e1-bfe3-0580f6ab29d5,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:25dc9c6a-fac4-4f8f-9ebd-e2a522cd0dba,P0384,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,
uuid:0f72e3ac-1f7b-422f-8a90-b372118caf07,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,
uuid:106073a3-f8c8-4024-b95f-c0d18c772cd0,P0384,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,
uuid:10a2960e-2e88-4ee0-a1c6-c00483228041,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:10a9e64d-7de5-405f-a268-065aa5172694,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:154a1491-1762-472f-b378-d703508b489b,P0388,,,,,,,,,,,,1,,1,,,,,,,,,,,,4,,4,,,,,,,,,,,,4,,5,,,,,,,,,,,,1,,1,,,,,,,,,,,,4,,5,,,,,,,,,,,,5,,5,,,,,,,,,,,,1,,1,,,,,,,,,,,,4,,4,,,,,,,,,,,,5,,5
uuid:15e6c015-94af-42eb-be15-d795607b0266,P0384,1,1,1,1,1,,,,,,,,,,5,5,5,5,5,,,,,,,,,,4,4,4,3,3,,,,,,,,,,1,1,1,1,1,,,,,,,,,,4,4,4,4,4,,,,,,,,,,4,4,4,4,4,,,,,,,,,,1,1,1,1,1,,,,,,,,,,4,5,4,4,5,,,,,,,,,,4,4,4,4,4,,,,,,,,,
uuid:167a4834-78fc-4d2a-b477-715f1851be81,P0382,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,
uuid:1776f654-d1fd-43a7-9381-f37adc5ac1db,P0384,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,
uuid:17bb887a-58de-4220-b3b1-98e3cdcd62ff,P0388,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,
uuid:18f7115a-f590-4f06-8ab1-d1a70aa742ee,P0384,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,
uuid:279cd8b1-73cd-4518-9a02-71ef5de16901,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,
uuid:27b3a72a-f9fd-4985-b948-51d336b0fb9c,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:304b54d4-39a3-4da2-b69e-265e18021889,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,
uuid:315c6ebe-1848-494c-895a-e3e1b4efa58b,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:32065364-4218-4998-b577-f7a77f14207c,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:32111050-d0a3-47b6-a738-4d1a72989cae,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,
uuid:323498e2-c3f2-45b8-a570-ef59cb224634,P0388,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,
uuid:325f4238-55a7-44ba-b608-f6152ed90113,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:32a2b44b-1e89-4059-8ac6-be58fbe80199,P0384,,,1,,,1,,,,,,,,,,,4,,,5,,,,,,,,,,,4,,,5,,,,,,,,,,,1,,,1,,,,,,,,,,,5,,,5,,,,,,,,,,,5,,,5,,,,,,,,,,,1,,,1,,,,,,,,,,,4,,,5,,,,,,,,,,,5,,,5,,,,,,,,
uuid:32e20cff-7792-4d92-975d-94528d7da476,P0382,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,
uuid:37686256-9a52-44a6-b2b0-f834432ff184,P0384,,1,,,1,,,,,,,,,,,5,,,5,,,,,,,,,,,5,,,5,,,,,,,,,,,1,,,1,,,,,,,,,,,5,,,5,,,,,,,,,,,5,,,5,,,,,,,,,,,1,,,1,,,,,,,,,,,4,,,5,,,,,,,,,,,5,,,5,,,,,,,,,
uuid:37cdd99b-41bd-4eb8-af5b-e0a33896bb9f,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:40a3eeb9-a453-43de-a4a3-904b397ddfec,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,
uuid:429f621f-73ea-4a5a-89af-10e8c2122254,P0388,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,
uuid:42ad1148-fadc-40f3-9f62-9729d5eb5940,P0384,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,
uuid:283e53c5-88d6-4b70-84b8-ebc098041cbe,P0388,1,,1,,,,,,,,,1,,,5,,5,,,,,,,,,4,,,3,,3,,,,,,,,,3,,,1,,1,,,,,,,,,1,,,4,,4,,,,,,,,,4,,,4,,4,,,,,,,,,4,,,1,,1,,,,,,,,,1,,,3,,4,,,,,,,,,4,,,4,,5,,,,,,,,,4,,
uuid:2bbc8326-e6c7-4be0-b7fd-365e9572af8d,P0382,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,3,,,,,,,,,,
uuid:2d814eb2-95f6-44b4-9671-b689c816045e,P0382,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,
uuid:2d93a143-6537-4548-8f3a-6de661203d30,P0384,1,,,,1,,,,,,,,,,4,,,,5,,,,,,,,,,5,,,,4,,,,,,,,,,1,,,,1,,,,,,,,,,5,,,,5,,,,,,,,,,5,,,,5,,,,,,,,,,1,,,,1,,,,,,,,,,5,,,,5,,,,,,,,,,5,,,,5,,,,,,,,,
uuid:2e9fb30c-51fd-4f54-ba10-fe25ff99994a,P0384,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,
uuid:38f1d273-9547-414d-bed4-7a91dbb80f57,P0388,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,
uuid:3ca7441a-bf55-472e-9ae6-922ea6fad21f,P0388,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,
uuid:3e2e089a-edf2-4705-ad53-9be5766f2eac,P0388,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,
uuid:3f45e6a7-a8dd-4afd-a4ea-7320751e83be,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,
uuid:402d949d-13f5-4e9d-9851-c9432880da36,P0382,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,nil,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,
uuid:456700d3-696a-4369-a548-4da6bdf669b4,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:4595dc94-7e52-46b1-8055-048f2066d5ce,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,
uuid:44185d69-3b57-4429-a2a7-51641cab0d6f,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:47ec1fa6-ec38-4b36-8831-f8909d5766b6,P0384,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,
uuid:4809f768-a804-4629-a1a3-40e33881aa49,P0384,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,
uuid:49151940-e139-48c2-ab70-4b42aca8931b,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,
uuid:4ad15101-03cd-4a65-8be6-f8b446deccb0,P0382,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,
uuid:52543cee-a0e0-4e06-855e-f3273456622d,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:5274eaae-08e2-4ae2-9ffe-5425ca7fbbc9,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,
uuid:53adb838-4635-45fb-ac8f-62b18a314339,P0384,,,1,,,1,,,,,,,,,,,5,,,5,,,,,,,,,,,5,,,5,,,,,,,,,,,1,,,1,,,,,,,,,,,5,,,5,,,,,,,,,,,5,,,5,,,,,,,,,,,1,,,1,,,,,,,,,,,4,,,4,,,,,,,,,,,4,,,4,,,,,,,,
uuid:56c2fc08-040a-4515-b6f6-731815cb66dd,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,
uuid:56c68b60-1ea5-4172-8f70-0f35c46725f0,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
uuid:56c6edd1-75f7-49b5-88e5-f1baaf097821,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,
uuid:572e6b57-a144-48ee-b09a-41d639935ffb,P0388,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,
uuid:59480eab-3f8a-4c50-b7fa-595027e1f02a,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,
uuid:594bb12b-4652-4f8e-b34b-5e3bdcdca04a,P0388,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,
uuid:5ed9f205-f9e1-4e0d-8b14-ad2b4b7dc798,P0384,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,
uuid:460a1dc9-cc42-4b64-a494-ba99bffe680c,P0388,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,
uuid:469ec816-2dfb-4f54-83b9-640d67b976bb,P0384,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,
uuid:4b92505c-9922-49f9-a527-4e71c78dbe57,P0384,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,
uuid:4bb6756a-6eec-49c0-ba51-5f8aefa8f7d0,P0382,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,
